titulo,categoria,data,n_palavras,classe_real,previsao_regressao_logistica,previsao_random_forest,acertou_lr,acertou_rf,classe_real_label
,política,2019-07-18,65.0,0,1,0,False,True,Fake
Bolsonaro fracassa ao criar novo partido e ensaia retorno ao PSL | Thaís Oyama  ,política,2020-08-18,29.0,1,1,0,True,False,Real
Covid: CRMs abrem 43 sindicâncias por prescrição de remédios sem eficácia  ,política,2021-04-19,58.0,1,1,1,True,True,Real
o mulher cortar o pato cachorro facão espancar popular,entretenimento,2019-09-19,30.0,0,0,0,True,True,Fake
"Médico conselheiro da Casa Branca diz que novo vírus descoberto na China 'não é ameaça imediata', mas que é preciso 'ficar de olho'",ciência,2020-06-30,185.0,1,1,1,True,True,Real
Covid: Brasil registra 58.080 novos casos em 24 h; mortes passam de 84 mil  ,saúde,2020-07-23,101.0,1,1,1,True,True,Real
TCE apura uso do CPF de pessoas mortas para furar fila em MT  ,saúde,2021-04-19,76.0,1,1,1,True,True,Real
Moro defende Lava Jato após carreatas pró-operação: 'Legado é do povo'  ,política,2020-08-15,80.0,1,1,1,True,True,Real
É #FAKE que Argentina é o segundo país com maior número de mortos por 100 mil pela Covid-19,mundo,2020-09-24,49.0,0,0,0,True,True,Fake
"

Porcentagem dos candidatos em São Paulo prova fraude nas eleições 2020 #boato 
",política,2020-11-18,87.0,0,0,0,True,True,Fake
o jeito corretar comer abacaxi gomar gomar,saúde,,21.0,0,0,0,True,True,Fake
"

Porto Feliz (SP) teve 1500 casos de Covid-19 e zero mortes graças ao uso da cloroquina #boato 
",saúde,2020-07-14,49.0,0,0,0,True,True,Fake
"Mais contagiosa que a Covid, morte por sarampo bate recorde, mesmo tendo vacina à disposição",ciência,,252.0,1,1,1,True,True,Real
"

Mulher obriga ladrão a manter relações com ela por três dias em TO #boato 
",brasil,2019-01-23,68.0,0,0,0,True,True,Fake
Coronavírus deu rumo ao Brasil: o rumo da crise  ,política,2021-01-22,157.0,1,1,1,True,True,Real
"
  Eleições municipais de 2020 não terão voto por celular ou computador ",brasil,2020-11-13,68.0,0,0,0,True,True,Fake
Riva diz que Maggi pagou R$ 2 mi a juiz em troca de decisão judicial no MS  ,política,2020-11-05,133.0,1,1,1,True,True,Real
"Em dia de recorde de mortes por covid, Bolsonaro só fala em cloroquina  ",saúde,2021-02-12,46.0,1,1,1,True,True,Real
Estudo australiano registra surto de anorexia nervosa em crianças durante a pandemia do novo coronavírus,saúde,2020-07-27,121.0,1,1,1,True,True,Real
"

Pessoas no Canadá são informadas sobre o coronavírus com teste da respiração #boato 
",mundo,2020-03-13,126.0,0,0,0,True,True,Fake
"

Tite diz, em entrevista, que eleitores de Bolsonaro são alienados #boato 
",entretenimento,2018-12-25,52.0,0,0,0,True,True,Fake
"

Nelson Mandela convidou homem que o torturou para almoçar #boato 
",mundo,2021-06-30,173.0,0,0,0,True,True,Fake
"

Fifa elimina Tigres por escalar jogador com Covid-19 no Mundial #boato 
",entretenimento,2021-02-08,14.0,0,0,0,True,True,Fake
"

Folheto de teste de perfume é droga oferecida por assaltantes no Assaí #boato 
",brasil,2019-03-23,127.0,0,0,0,True,True,Fake
Fifa e OMS debatem ações do futebol para combater o novo coronavírus  ,saúde,2020-03-13,146.0,1,1,1,True,True,Real
homem algemar soltar policiar descobrir agente fbi,mundo,,38.0,0,0,0,True,True,Fake
Schelp: Governo Bolsonaro fez estelionato eleitoral com a Lava Jato  ,política,2021-02-12,91.0,1,1,1,True,True,Real
Câncer é descoberto pela 1ª vez com análise em fóssil de dinossauro,ciência,2020-08-03,110.0,1,1,1,True,True,Real
Acusação de que China contaminou máscaras com coronavírus foi inventada por autor de áudio,saúde,2020-04-14,19.0,0,0,0,True,True,Fake
bolsonaro decretar emergência antar carnaval o governador ignorar,saúde,2020-04-14,26.0,0,0,0,True,True,Fake
"

Vídeo mostra furacão atingindo cidade de Santa Catarina em 2019 #boato 
",brasil,2019-10-19,117.0,0,0,0,True,True,Fake
É falso que governo Bolsonaro tenha implantado scanners de veículos na PRF,política,2019-11-12,20.0,0,0,0,True,True,Fake
Governo de SP prevê 110 mil mortes  ,saúde,2020-04-07,28.0,1,1,1,True,True,Real
"Jair Bolsonaro não foi eleito Personalidade do Ano pela revista ""Time""  ",entretenimento,2018-12-14,216.0,0,0,0,True,True,Fake
Coronavírus: Japão confirma primeira morte por COVID-19  ,saúde,2020-02-13,90.0,1,1,1,True,True,Real
"Prédio do Hospital 9 de Julho, em SP, é evacuado após vazamento de gás  ",saúde,2020-05-06,85.0,1,1,1,True,True,Real
umar mulher obrigar o ladrão o sexo o tocantim,entretenimento,,40.0,0,0,0,True,True,Fake
MP-AL instaura investigação sobre falsa vacinação em idosa de 97 anos  ,saúde,2021-02-02,154.0,1,1,1,True,True,Real
"'Vambora, com muito amor no coração', escreve Regina Duarte, sem dizer se entrará para o governo",política,2020-01-20,162.0,1,1,1,True,True,Real
javali selvagem cheirar r$ cocaína escondido florestar o itália,entretenimento,,53.0,0,0,0,True,True,Fake
"

Indulto de Natal de Temer foi editado para tirar Lula da cadeia #boato 
",política,2018-12-13,91.0,0,0,0,True,True,Fake
"

Felipe Santa Cruz, presidente da OAB, aparece em foto com Battisti #boato 
",política,2019-02-13,84.0,0,0,0,True,True,Fake
Brasil tem mais de 152 mil mortos por Covid-19 e média móvel de 497 óbitos por dia,ciência,2020-10-15,85.0,1,1,1,True,True,Real
"É falso que a maioria das pessoas seja imune à covid, como disse Bolsonaro  ",política,2020-08-18,54.0,0,1,0,False,True,Fake
É #FAKE que idoso empurrado por policiais nos EUA simulou agressão,mundo,2020-06-09,85.0,0,0,0,True,True,Fake
'Guardiões de Crivella' atuam também na Educação e em feiras artesanais  ,política,2020-09-07,103.0,1,0,1,False,True,Real
"'Mares não estão tranquilos, porque vídeos são divulgados, redes sociais se incandescem', diz Mourão",política,2020-02-28,110.0,1,1,0,True,False,Real
Cerca de 7 milhões de crianças ainda não foram vacinadas contra a paralisia infantil,saúde,2020-10-26,144.0,1,1,1,True,True,Real
"

Testes contaminados com coronavírus foram enviados da China aos EUA #boato 
",saúde,2020-04-24,55.0,0,0,0,True,True,Fake
Novos saques do FGTS começam a ser liberados na segunda-feira; veja calendário,política,2020-06-26,88.0,1,1,1,True,True,Real
Irã registra recorde de mortos por Covid-19 em 24h,saúde,2020-07-21,62.0,1,1,1,True,True,Real
o ministrar paulo guedes virar réu processar bilionário tcu,entretenimento,,32.0,0,0,0,True,True,Fake
É #FAKE mensagem que diz que após Reforma da Previdência ser aprovada foi liberado saque do fundo previdenciário,política,2019-10-31,73.0,0,0,0,True,True,Fake
Ministro Marco Aurélio passará por cirurgia após acidente doméstico  ,política,2021-02-01,59.0,1,1,1,True,True,Real
Governo do Brasil entrega mais 50 ventiladores pulmonares para o Mato Grosso do Sul,saúde,2020-06-20,124.0,1,1,1,True,True,Real
"

Documento prova que Bolsonaro venceu no 1º turno e houve fraude nas eleições de 2018 #boato 
",política,2020-10-04,50.0,0,0,0,True,True,Fake
Salvador: escudeiros do PT e franco-atiradores isolam escolhido de ACM Neto  ,política,2020-10-02,125.0,1,1,1,True,True,Real
"

É melhor não tomar a vacina porque ela altera DNA e causa “homossexualismo” #boato 
",saúde,2020-10-21,392.0,0,0,0,True,True,Fake
Livro conta história de crianças tratadas no setor de psiquiatria da Santa Casa,ciência,,297.0,1,1,1,True,True,Real
"

Xuxa embolsou R$ 8,9 milhões da Lei Rouanet em 2017 #boato 
",entretenimento,2021-05-26,33.0,0,0,0,True,True,Fake
"

501 pessoas morreram após tomar vacina contra Covid-19 no Brasil #boato 
",saúde,2021-03-02,38.0,0,0,0,True,True,Fake
Além dos remédios: local onde você mora pode aumentar o risco de morte  ,saúde,2020-04-27,166.0,1,1,1,True,True,Real
MPF recorre para que ação contra Serra por lavagem seja retomada em SP  ,política,2020-08-12,136.0,1,1,1,True,True,Real
"

Havan está sorteando TV de 50 polegadas para quem acertar número premiado #boato 
",entretenimento,,31.0,0,0,0,True,True,Fake
"Covid-19 pode causar inflamação em canal ligado aos testículos, diz estudo brasileiro",ciência,2021-02-16,82.0,1,1,1,True,True,Real
"
  A imagem de Vênus foi feita a partir de fotos em preto e branco tiradas pela sonda Venera 13",ciência,,51.0,0,0,0,True,True,Fake
Cometa que se aproxima da Terra é fotografado no céu do Líbano,ciência,2020-07-07,162.0,1,1,1,True,True,Real
Trump diz que crise do coronavírus é 'pior que Pearl Harbor' e 11 de setembro  ,saúde,2020-05-06,39.0,1,1,1,True,True,Real
"

Tereza Cristina, ministra da Agricultura, grava áudio sobre 7 de setembro, greve dos caminhoneiros e intervenção militar #boato 
",brasil,2021-08-16,281.0,0,0,0,True,True,Fake
"

Governo Bolsonaro cria projeto de construção de Ferrovia do Sol, de São Luís a Salvador #boato 
",política,2020-09-30,173.0,0,0,1,True,False,Fake
Médicos e cientistas pedem que EUA incluam negros e latinos em testes de vacinas contra Covid-19,saúde,2020-07-18,105.0,1,1,1,True,True,Real
Sanofi e GSK adiam vacina contra a Covid-19 para o fim de 2021,saúde,2020-12-11,89.0,1,1,1,True,True,Real
"

Boulos é da classe A, estudou nos EUA e criou movimento popular falso #boato 
",política,2020-11-19,470.0,0,0,0,True,True,Fake
Operação combate crimes de violência contra idosos em todo país  ,saúde,2020-12-04,56.0,1,1,1,True,True,Real
Sítio paleontológico em Presidente Prudente apresenta novas descobertas relacionadas a aves e répteis do Período Cretáceo,ciência,2020-08-05,85.0,1,1,1,True,True,Real
"

Enfermeira Khalilah Mitchell teve paralisia facial após tomar vacina contra Covid-19 nos EUA #boato 
",mundo,2021-01-07,60.0,0,0,0,True,True,Fake
casal vegetariano adotou brócolis o filhar carnar e osso,entretenimento,2019-09-22,45.0,0,0,0,True,True,Fake
"Vou sair de Brasília pelo menos uma vez por semana, diz Bolsonaro em inauguração  ",saúde,2020-07-31,61.0,1,1,1,True,True,Real
"

Sephora vai fechar lojas e doar produtos de beleza #boato 
",entretenimento,2021-01-20,32.0,0,0,0,True,True,Fake
Índia alivia medidas de isolamento para reativar economia  ,saúde,2020-04-21,91.0,1,1,1,True,True,Real
"Pandemia de covid-19 no Brasil: 14,8 mil mortes e duas trocas na Saúde  ",saúde,2020-05-16,143.0,1,1,1,True,True,Real
É #FAKE que foto mostre jovem sendo pisoteada por policial em meio à pandemia do coronavírus no Ceará ,entretenimento,2020-04-20,73.0,0,0,0,True,True,Fake
"

Maju Coutinho vai com o marido à praia e tira selfie em plena quarentena do coronavírus #boato 
",entretenimento,2020-03-21,43.0,0,0,0,True,True,Fake
idoso ganhador mega sena virar morrer sufocar o vagina suar namorar,entretenimento,2019-01-15,35.0,0,0,0,True,True,Fake
"

Site dá internet gratuita 500 GB 4G para quem compartilhar link no WhatsApp #boato 
",entretenimento,2020-04-11,90.0,0,0,0,True,True,Fake
"
  Este espectáculo na Torre Eiffel é de 2019 e não uma homenagem às vítimas do novo coronavírus",saúde,,94.0,0,0,0,True,True,Fake
É #FAKE que enchente em Cubatão foi provocada por abertura de barragem,entretenimento,2019-02-06,52.0,0,0,0,True,True,Fake
"'O Brasil não deu certo', diz Huck em evento com presidenciáveis  ",política,2021-04-17,102.0,1,1,1,True,True,Real
"

Site dá pacote de Internet 3G para quem compartilha no WhatsApp #boato 
",entretenimento,,7.0,0,0,0,True,True,Fake
É #FAKE que urnas eletrônicas brasileiras não são auditáveis,política,2020-11-14,92.0,0,0,0,True,True,Fake
"

Salada de pepino com sal cura a Covid-19 #boato 
",saúde,2021-03-18,16.0,0,0,0,True,True,Fake
Especialistas pedem mais atenção à saúde mental por confinamento  ,saúde,2020-04-19,67.0,1,1,1,True,True,Real
Tasso diz que Bolsonaro não tem popularidade para se reeleger e pede união  ,política,2021-01-11,82.0,1,1,1,True,True,Real
Tenor Andrea Bocelli cantará na Catedral de Milão vazia no domingo de Páscoa  ,saúde,2020-04-07,85.0,1,0,1,False,True,Real
umar trapezista diarreia defecar espectador circo,saúde,,26.0,0,0,0,True,True,Fake
É #FAKE tabela que mostra Brasil com a maior taxa de recuperados da Covid-19 no mundo,saúde,2020-05-07,80.0,0,0,0,True,True,Fake
"Pedidos de falência no Brasil sobem 30% em maio ante abril, afirma Boa Vista  ",saúde,2020-06-04,92.0,1,1,1,True,True,Real
É falsa a corrente que diz que Xangai e Pequim não tiveram casos de coronavírus,saúde,2020-04-03,30.0,0,0,0,True,True,Fake
Veja o que é #FATO ou #FAKE sobre o desastre em Brumadinho,brasil,2019-01-28,87.0,0,0,0,True,True,Fake
Doenças raras: Brasil avança na assistência e tratamento de pacientes,saúde,2020-02-28,98.0,1,1,1,True,True,Real
"

Máscara é inútil, nociva e, por isso, Globo mudou de ideia e pediu para população parar de usar #boato 
",saúde,,64.0,0,0,0,True,True,Fake
Nise diz desconhecer gabinete paralelo: 'Sou colaboradora eventual'  ,política,2021-06-01,114.0,1,1,1,True,True,Real
verdade o presidente anterior trocar ministro jair bolsonaro,política,2020-04-28,27.0,0,0,0,True,True,Fake
MadeiraMadeira recebe novo aporte de US$ 190 milhões e vira novo 'unicórnio' brasileiro,política,2021-01-07,92.0,1,1,1,True,True,Real
É #FAKE que telejornal do DF fez recomendação para pessoas não usarem mais máscara após sete meses de pandemia,brasil,2020-10-14,83.0,0,0,0,True,True,Fake
"Transparência Internacional, parceira de Dallagnol, tenta intimidar o STJ  ",política,2021-02-22,83.0,1,1,1,True,True,Real
Bolsonaro encontra indicado para o STF em reunião com Toffoli e Alcolumbre  ,política,2020-10-04,159.0,1,1,1,True,True,Real
Ano teve ao menos 420 estudos por dia sobre Covid: ciência mostra como foi a luta contra a pandemia em 2020,ciência,2020-12-28,96.0,1,1,1,True,True,Real
"

Missionária cristã teve a boca costurada por afegãos islâmicos #boato 
",entretenimento,2020-02-10,25.0,0,0,0,True,True,Fake
"Ibope: Manuela D'Ávila se sai melhor entre jovens, negros e com faculdade  ",política,2020-10-07,89.0,1,1,1,True,True,Real
"Sabemos pouco da eficácia da hidroxicloroquina, diz governo italiano  ",saúde,2020-05-22,88.0,1,1,1,True,True,Real
o desafiar rasteiro umar brincadeira perigoso,saúde,2020-02-15,18.0,0,0,0,True,True,Fake
Veja o que é #FATO ou #FAKE sobre as queimadas na Amazônia,brasil,2019-08-22,70.0,0,0,0,True,True,Fake
"Contra coronavírus, Brasil tem quase 200 voluntários dispostos a se infectar em possíveis testes de vacina",ciência,2020-04-28,141.0,1,1,1,True,True,Real
fake news envolver o explosão o líbano,entretenimento,2020-08-10,29.0,0,0,0,True,True,Fake
Advogados recorrem de decisão que negou estender domiciliar de Queiroz a presos do grupo de risco,política,2020-08-03,117.0,1,1,1,True,True,Real
Conselho do MPF afasta subprocurador suspeito de calúnia e coação a servidores,política,2020-06-08,56.0,1,1,1,True,True,Real
"

Robert F. Kennedy Jr. escreve texto que aponta que vacina mRNA contra Covid-19 altera o DNA #boato 
",saúde,2020-09-06,4.0,0,0,0,True,True,Fake
"Cidades do interior podem propagar covid-19 como capitais, aponta estudo  ",saúde,2020-06-04,112.0,1,1,1,True,True,Real
Instagram expande função que aproxima rede social do TikTok,política,2020-06-23,81.0,1,0,0,False,False,Real
Brasil registra 1.059 mortes por Covid-19 em um dia e passa de 209 mil,ciência,2021-01-16,99.0,1,1,1,True,True,Real
"Bolsonaro tem aprovação de 33% e reprovação de 39% na gestão da crise do coronavírus, diz Datafolha ",política,2020-04-03,52.0,1,1,1,True,True,Real
É #FAKE que médicos alemães descobriram que mortes por coronavírus são causadas por uma bactéria e que a Covid-19 é amplificada pelo 5G,mundo,2020-11-13,100.0,0,0,0,True,True,Fake
"

Bandidos estão distribuindo máscaras com produtos químicos de casa em casa para assaltar #boato 
",brasil,2021-07-07,75.0,0,0,0,True,True,Fake
Delegados são responsabilizados por irregularidades em operações no RJ  ,política,2021-05-28,46.0,1,1,1,True,True,Real
Barroso diz a empresários que o Brasil perde de goleada na Amazônia  ,política,2020-08-11,90.0,1,1,1,True,True,Real
Senado abre CPI da Pandemia para investigar ações do governo federal e repasses de verbas aos estados,brasil,,595.0,1,1,1,True,True,Real
haver evidência conclusivo o vacinar pfizer causar o “ paralisia bell ” voluntário,saúde,2020-12-11,15.0,0,0,0,True,True,Fake
"

Pedra de gelo gigante durante chuva de granizo em Andradas (MG) em 2020 #boato 
",brasil,2020-01-18,34.0,0,0,0,True,True,Fake
"

Bandidos se cadastram como motorista de APP (Uber e 99) em audiência de custódia #boato 
",brasil,2019-07-10,98.0,0,1,0,False,True,Fake
"

Rui Costa inaugura posto de saúde na Bahia e depois manda retirar equipamentos #boato 
",política,,84.0,0,0,0,True,True,Fake
"

Vídeo mostra Cataratas do Iguaçu cheia e transbordando em 2019 #boato 
",brasil,2019-06-01,34.0,0,0,0,True,True,Fake
"Há três anos, Bill Gates alertava Donald Trump sobre riscos de uma pandemia  ",saúde,2020-05-12,98.0,1,1,1,True,True,Real
"

Ibaneis Rocha, governador do DF, viaja bêbado e dá vexame em avião #boato 
",política,2019-04-25,139.0,0,1,0,False,True,Fake
 Bolsonaro: ?Estamos dando certo?; Brasil é  líder em mortes  por covid-19 no mundo   ,política,2021-03-22,25.0,1,1,1,True,True,Real
"'Devo ser a voz de todos, não a voz de um', diz Lira em discurso na Câmara  ",saúde,2021-02-01,85.0,1,1,1,True,True,Real
Bares e restaurantes admitem 'grande surpresa' com limitação de horário  ,saúde,2020-07-06,106.0,1,1,1,True,True,Real
"

Record vai derrubar máscara da Globo em matéria sobre Bolsonaro hoje #boato 
",política,2021-07-07,51.0,0,0,0,True,True,Fake
Uma das regiões mais atingidas pelo coronavírus em SP recebe 20 UTIs  ,saúde,2020-05-11,91.0,1,1,1,True,True,Real
bolsonaro assinar decretar proibir o entrar vibrador o país,política,2019-09-21,38.0,0,0,0,True,True,Fake
"

Balão com foto de Lula cai dentro de um presídio, mostra imagem #boato 
",política,2021-04-27,59.0,0,0,0,True,True,Fake
Facebook muda regras sobre posts que abordem origem da Covid-19 após investigações nos EUA,política,2021-05-27,81.0,1,1,0,True,False,Real
Indonésia inicia vacinação contra Covid-19 e presidente recebe a primeira dose,saúde,,214.0,1,1,1,True,True,Real
"
  A diretora da Anistia Internacional Brasil, Jurema Werneck, não compareceu à CPI como médica",política,2021-06-29,99.0,0,0,0,True,True,Fake
O enterro da última quimera do general em meio à doença e a 280 mil corpos  ,política,2021-03-16,64.0,1,1,1,True,True,Real
donald trump umar camisa o parir bolsonaro,mundo,2019-03-20,58.0,0,0,0,True,True,Fake
foto circular o rede social mulher acusar o jogador neymar estuprar,entretenimento,,16.0,0,0,0,True,True,Fake
Sobe para 30 o número de casos confirmados de coronavírus no Brasil   ,saúde,2020-03-09,83.0,1,1,1,True,True,Real
"Isolamento contra coronavírus levará economia global a encolher 3% em 2020, diz FMI  ",saúde,2020-04-14,88.0,1,1,1,True,True,Real
"Drone que entrega compras, reconhecimento facial e sensor de aglomeração: tecnologias ganham destaque durante a pandemia",política,2020-10-01,63.0,1,1,1,True,True,Real
DSEIs possuem vagas abertas para profissionais de saúde e saneamento,saúde,2021-05-11,106.0,1,1,1,True,True,Real
Ministério da Saúde entrega mais 20 ventiladores pulmonares para a Paraíba,saúde,2020-05-19,102.0,1,1,1,True,True,Real
San Diego Comic-Con cancela edição de 2020 por causa do coronavírus  ,saúde,2020-04-17,70.0,1,1,1,True,True,Real
Bolsonaro admite voltar ao PSL em vez de 'investir 100%' na criação do Aliança pelo Brasil ,política,2020-08-13,105.0,1,1,1,True,True,Real
Portugal é estimulado a buscar ajuda internacional conforme mortes por covid-19 batem recorde  ,saúde,2021-01-26,74.0,1,1,1,True,True,Real
Louis Braille: um benfeitor da humanidade,política,2020-02-09,329.0,1,0,0,False,False,Real
"Balanço do Consórcio: Brasil vacinou 27,9 milhões, 13,2% da população  ",política,2021-04-22,76.0,1,1,1,True,True,Real
Secretário nacional de Defesa Civil nega inércia no Pantanal  ,política,2020-09-30,99.0,1,1,1,True,True,Real
Crivella nega amizade com empresário e afirma não haver provas contra ele  ,política,2020-09-13,72.0,1,1,1,True,True,Real
"Vídeo de aglomeração em Genebra é real, mas não prova que pandemia é farsa  ",mundo,2020-06-11,65.0,0,0,0,True,True,Fake
 Jean Wyllys não transferiu R$ 50 mil à defesa de homem que atacou Bolsonaro  ,política,2019-02-14,65.0,0,0,0,True,True,Fake
"Sem provas, Eduardo Bolsonaro questiona apuração das eleições nos EUA  ",política,2020-11-04,78.0,1,1,0,True,False,Real
Veja o que é #FATO ou #FAKE nas declarações dos candidatos à Prefeitura de SP na 6ª semana de campanha,política,2020-11-07,63.0,0,0,0,True,True,Fake
"
  A foto de Ivete Sangalo e marido rodeados de pessoas é anterior à pandemia",brasil,2021-04-12,99.0,0,0,0,True,True,Fake
Pronunciamento de Bolsonaro causa perplexidade à cúpula do Congresso,ciência,2020-03-24,64.0,1,1,1,True,True,Real
"UTIs lotadas, alta nas mortes e explosão de casos: avanço de Covid-19 deixa estados em situação crítica",ciência,2021-02-25,87.0,1,1,1,True,True,Real
"'É preciso que a sociedade mobilize suas forças contra um governo de tendência fascista', diz filósofo Vladimir Safatle  ",saúde,2020-06-05,121.0,1,1,1,True,True,Real
Lira se irrita com deputado e encerra sessão que votava apoio a setor de eventos  ,política,2021-03-03,124.0,1,1,1,True,True,Real
É #FAKE que antecessor de filho de Mourão no BB ganhava R$ 100 mil,entretenimento,2019-01-09,80.0,0,0,0,True,True,Fake
"

Pessoas maiores de 60 anos só poderão votar entre 7h e 10h no dia 15/11 #boato 
",política,2020-10-19,89.0,0,0,0,True,True,Fake
"
  É falso que uma eleição seja anulada se mais de 51% dos votos forem nulos",brasil,2020-11-15,66.0,0,0,0,True,True,Fake
Profissionais de saúde e idosos institucionalizados serão os primeiros a receber doses de vacina contra a Covid-19,saúde,2021-01-18,84.0,1,1,1,True,True,Real
OAB pede a Aras que denuncie Bolsonaro por prevaricação e crimes contra saúde,brasil,,53.0,1,1,1,True,True,Real
Generais observam com atenção projetos que aumentam autonomia de polícias  ,política,2021-01-13,90.0,1,1,1,True,True,Real
"Saúde distribuiu mais de 1,9 milhão agulhas e seringas para Minas Gerais",saúde,2021-02-22,93.0,1,1,1,True,True,Real
É #FAKE que foto mostre índio provocando queimada criminosa no Cerrado em 2020,brasil,2020-09-18,81.0,0,0,0,True,True,Fake
Adélio disse que tentou matar Bolsonaro porque o presidente é um 'impostor'  ,política,2020-11-27,68.0,1,0,1,False,True,Real
"
  O celular de Adélio Bispo, autor da facada contra Bolsonaro, foi, sim, periciado",brasil,2021-04-19,73.0,0,0,0,True,True,Fake
Prefeitura de SP fecha serviço para usuários de drogas na Cracolândia  ,saúde,2020-04-08,124.0,1,1,1,True,True,Real
"

Descubra se você tem direito ao auxílio emergencial compartilhando link no WhatsApp #boato 
",entretenimento,2020-03-30,127.0,0,0,0,True,True,Fake
Congresso é autor de nove em cada dez medidas contra o coronavírus  ,saúde,2020-07-07,236.0,1,1,1,True,True,Real
"

Policiais brancos prendem homem negro e descobrem que ele é um agente do FBI #boato 
",mundo,2020-06-02,66.0,0,0,0,True,True,Fake
"Post com cápsula vazia não prova ""conspiração"" contra cloroquina  ",ciência,2020-08-12,60.0,0,0,0,True,True,Fake
É #FAKE que vídeo mostre Bell Marques falando do novo coronavírus com governador da BA no carnaval,saúde,2020-05-07,111.0,0,0,0,True,True,Fake
Defesa de Weintraub quer que STF discuta em plenário se ministros podem agendar depoimento,política,2020-06-04,101.0,1,1,1,True,True,Real
"

Lista de empresas compradas pela China mostra invasão silenciosa do império chinês #boato 
",brasil,2020-09-14,148.0,0,0,0,True,True,Fake
Ator da Broadway pode perder movimentos da perna por causa do coronavírus  ,saúde,2020-04-17,136.0,1,1,1,True,True,Real
"

Gleisi esteve na sede da Gaviões da Fiel e contratou torcedores no dia do protesto, mostram fotos #boato 
",política,,35.0,0,0,0,True,True,Fake
"Morre aos 83 anos o arquiteto Jaime Lerner, ex-governador do Paraná",brasil,,402.0,1,1,1,True,True,Real
"

Lula vai para uma penitenciária, acabou o “mimimi” #boato 
",política,2019-07-07,41.0,0,0,0,True,True,Fake
Governador de Nova York anuncia que US Open será realizado sem público   ,saúde,2020-06-16,111.0,1,1,1,True,True,Real
Marcos Pontes será voluntário de testes de medicamento contra covid-19  ,saúde,2020-07-31,87.0,1,1,1,True,True,Real
"

Anatel está dando 7 GB de internet em conscientização ao novo coronavírus #boato 
",entretenimento,2020-03-24,23.0,0,0,0,True,True,Fake
Bolsonaro jogou para politizar aumento do preço do arroz e tentar tirar o desgaste do governo,política,2020-09-11,133.0,1,1,1,True,True,Real
Saúde lança aplicativo para estimular uso de remédios sem eficácia contra covid  ,saúde,2021-01-14,83.0,1,1,1,True,True,Real
"Em transmissão de Fla x Galo, Luís Roberto lamenta mortes por Coronavírus  ",saúde,2020-08-09,93.0,1,1,1,True,True,Real
É #FAKE que Moro afastou promotor que investigava Flávio Bolsonaro e delegado do caso Marielle,política,2019-06-14,108.0,0,0,0,True,True,Fake
New York Times chama Bolsonaro de notório vilão; WSJ também usa tom crítico  ,política,2021-04-22,86.0,1,1,1,True,True,Real
"Após decretos, veja em quais cidades o uso de máscara é obrigatório  ",saúde,2020-04-17,92.0,1,1,1,True,True,Real
"

Maria do Rosário comemora o fato de ter sido assaltada em Porto Alegre #boato 
",política,2019-11-21,65.0,0,0,0,True,True,Fake
Herpes-zóster: doença causada pelo vírus da catapora afeta pessoas com mais de 50 anos ,ciência,,339.0,1,1,1,True,True,Real
"Da desistência de Freixo ao voto útil, esquerda fica fora do 2º turno no RJ  ",política,2020-11-16,109.0,1,1,1,True,True,Real
ativistas direito humano preso tráfico drogar o bahia,entretenimento,2019-04-16,19.0,0,0,0,True,True,Fake
"Anvisa toma lugar de Deus, distorce lei e escancara politização. CPI já!  ",saúde,2020-12-15,120.0,1,1,1,True,True,Real
"

Walmart agora é BIG Bompreço e está com vagas de emprego no WhatsApp #boato 
",entretenimento,2019-11-12,55.0,0,0,0,True,True,Fake
Quatro regiões do país têm liminares para frear carreatas contra isolamento  ,saúde,2020-03-29,78.0,1,1,1,True,True,Real
"

Felipe Neto e o STF querem implementar “age fluid” (idade fluída) para justificar pedofilia #boato 
",entretenimento,2020-07-28,171.0,0,0,0,True,True,Fake
É falso que máscaras reduzam imunidade e potencializem a proliferação de bactérias,saúde,2020-05-13,33.0,0,0,0,True,True,Fake
‘Motociata’ promovida por Bolsonaro em São Paulo não gerou renda de R$ 40 milhões,política,2021-06-18,38.0,0,0,0,True,True,Fake
"Apesar de discurso pró-vacina do presidente, base bolsonarista não embarca na narrativa nas redes",brasil,,330.0,1,1,1,True,True,Real
dirigível amazon surgir o céu carregar dezena drones verdade,entretenimento,,35.0,0,0,0,True,True,Fake
"EUA têm mais hospitalizados por covid-19 agora do que na 1ª onda, diz Opas  ",saúde,2021-01-13,195.0,1,1,1,True,True,Real
OAB vê tentativa de criminalização da advocacia em buscas contra advogados  ,política,2020-09-09,73.0,1,1,1,True,True,Real
"Brasil tem 77 mortes e 2.915 casos confirmados de novo coronavírus, diz Ministério da Saúde",ciência,2020-03-26,88.0,1,1,1,True,True,Real
"

Argentina faliu, quebrou todas empresas e implantou o comunismo com o apoio da China #boato 
",mundo,2020-06-18,101.0,0,1,0,False,True,Fake
Cinthia Ribeiro (PSDB) é reeleita prefeita de Palmas  ,política,2020-11-15,75.0,1,1,1,True,True,Real
Defensores de impeachment de Bolsonaro buscam entidade neutra para assinar ação  ,saúde,2020-05-13,166.0,1,1,1,True,True,Real
O Assunto #371: Quem vai ser responsabilizado pelos erros na pandemia?,saúde,2021-01-19,195.0,1,1,1,True,True,Real
"Covid: com 2.207 mortos em 24 h, país chega a 50 dias de média acima de mil  ",política,2021-03-11,79.0,1,1,1,True,True,Real
